publicationid,pubtypeid,year,citation,articletitle,journal,volume,issue,pages,citationnumber,doi,booktitle,numvolumes,edition,volumetitle,seriestitle,seriesvolume,publisher,url,city,state,country,originallanguage,notes,recdatecreated,recdatemodified
15503,6,2016,"Weide, D.M. 2016. Environmental variability on the Bolivian Altiplano during the Middle and Late Holocene inferred from paleoenvironmental records from the southern basin of Lake Titicaca and Andean ice cores. Doctoral dissertation. University of Nebraska, Lincoln, NE, USA.",Environmental variability on the Bolivian Altiplano during the Middle and Late Holocene inferred from paleoenvironmental records from the southern basin of Lake Titicaca and Andean ice cores,,,,,,,,,,,,,University of Nebraska,,Lincoln,NE,USA,,,2019-02-18 22:26:38,2019-02-18 22:26:38
15504,1,2003,"Andreev, A.A., P.E. Tarasov, C. Siegert, T. Ebel, V.A. Klimanov, M. Melles, A.A. Bobrov, A.Y. Derevyagin, D.J. Lubinski, and H.W. Hubberten. 2003. Late Pleistocene and Holocene vegetation and climate on the northern Taymyr Peninsula, Arctic Russia. Boreas 32(3):484-505.","Late Pleistocene and Holocene vegetation and climate on the northern Taymyr Peninsula, Arctic Russia",Boreas,32,3,484-505,,,,,,,,,,,,,,,,2019-02-19 11:03:40,2019-02-19 11:03:40
15505,1,2017,"Dent, S.C. 2017. Interindividual differences in embodied marginalization: Osteological and stable isotope analyses of antebellum enslaved individuals. American Journal of Human Biology 29(4):1-16. [DOI: 10.1002/ajhb.23021]",Interindividual differences in embodied marginalization: Osteological and stable isotope analyses of antebellum enslaved individuals,American Journal of Human Biology,29,4,1-16,,10.1002/ajhb.23021,,,,,,,,,,,,,,2019-02-19 14:30:33,2019-02-19 14:30:33
15506,1,2001,"Andreev, A.A., D.M. Peteet, P.E. Tarasov, F.A. Romanenko, L.V. Filimonova, and L.D. Sulerzhitsky. 2001. Late Pleistocene Interstadial Environment on Faddeyevskiy Island, East-Siberian Sea, Russia. Arctic, Antarctic, and Alpine Research 33(1):28-35. [DOI: 10.1080/15230430.2001.12003401]","Late Pleistocene Interstadial Environment on Faddeyevskiy Island, East-Siberian Sea, Russia.","Arctic, Antarctic, and Alpine Research",33,1,28-35,,10.1080/15230430.2001.12003401,,,,,,,,,,,,,,2019-02-20 14:55:25,2019-02-20 14:55:25
15507,1,2004,"Andreev, A.A., P.E. Tarasov, G. Schwamborn, B.I. Ilyashuk, E.A. Ilyashuk, A.A. Bobrov, V.A. Klimanov, V. Rachold, and H.W. Hubberten. 2004. Holocene palaeoenvironmental records from Nikolav Lake, Lena River Delta, Arctic Russia. Palaeogeography, Palaeoclimatology, Palaeoecology 209(1-4):197-217.","Holocene palaeoenvironmental records from Nikolav Lake, Lena River Delta, Arctic Russia","Palaeogeography, Palaeoclimatology, Palaeoecology",209,1-4,197-217,,,,,,,,,,,,,,,,2019-02-20 15:31:54,2019-02-20 15:31:54
15508,5,2013,"Keizer, P.S. 2013. Forest dynamics in relation to late-Holocene climatic variability, eastern Ontario, Canada. Master''s thesis. University of Ottawa, Ottawa, Ontario, Canada.","Forest dynamics in relation to late-Holocene climatic variability, eastern Ontario, Canada",,,,,,,,,,,,,University of Ottawa,,Ottawa,Ontario,Canada,,,2019-02-21 19:27:50,2019-02-21 19:27:50
15509,6,1999,"Christopher, T. 1999. Paleolimnology in an urban environment: the history of environmental change in St. John''s, Newfoundland. Doctoral dissertation. Memorial University of Newfoundland, St. John''s, Newfoundland, Canada.","Paleolimnology in an urban environment: the history of environmental change in St. John''s, Newfoundland",,,,,,,,,,,,,Memorial University of Newfoundland,,St. John's,Newfoundland,Canada,,,2019-02-22 18:40:17,2019-02-22 18:40:17
15510,1,1990,"Bettis, E.A., III, R.G. Baker, B.K. Nations, and D.W. Benn. 1990. Early Holocene pecan, Carya illinoensis, in the Mississippi River Valley near Muscatine, Iowa. Quaternary Research 33(1):102-107. [DOI: 10.1016/0033-5894(90)90088-3]","Early Holocene pecan, Carya illinoensis, in the Mississippi River Valley near Muscatine, Iowa",Quaternary Research,33,1,102-107,,10.1016/0033-5894(90)90088-3,,,,,,,,,,,,,,2019-02-22 19:49:34,2019-02-22 19:49:34
15511,5,1974,"Bolick, M.R. 1974. A vegetationnal history of the Mt Meru lahar, Tanzania. Master''s thesis. Duke University, Durham, North Carolina, USA.","A vegetationnal history of the Mt Meru lahar, Tanzania",,,,,,,,,,,,,Duke University,,Durham,North Carolina,USA,,,2019-02-22 22:25:38,2019-02-22 22:45:42
15512,1,1991,"Bolick, M.R. 1991. A vegetational history of the Mt. Ujamaa lahar, Tanzania. Palynology 15(1):193-210. [DOI: 10.1080/01916122.1991.9989395]","A vegetational history of the Mt. Ujamaa lahar, Tanzania",Palynology,15,1,193-210,,10.1080/01916122.1991.9989395,,,,,,,,,,,,,,2019-02-22 22:27:15,2019-02-22 22:45:17
15513,6,1971,"Hecky, R.E. 1971. The paleolimnology of the alkaline, saline lakes on the Mt. Meru Lahar. Doctoral dissertation. Duke University, Durham, North Carolina, USA.","The paleolimnology of the alkaline, saline lakes on the Mt. Meru Lahar",,,,,,,,,,,,,Duke University,,Durham,North Carolina,USA,,,2019-02-22 23:23:41,2019-02-22 23:23:41
15514,1,1980,"Bonnefille, R., F. Gasse, C. Azema, and M. Denefle. 1980. Palynologie et interprétation paléoclimatique de trois niveaux Pléistocène Supérieur d''un sondage du Lac Abhé (Afar, Territoire de Djibouti). Mémoires du Muséum National d''Histoire Naturelle. Nouvelle série. Série B, Botanique 27:149-164.","Palynologie et interprétation paléoclimatique de trois niveaux Pléistocène Supérieur d''un sondage du Lac Abhé (Afar, Territoire de Djibouti)","Mémoires du Muséum National d''Histoire Naturelle. Nouvelle série. Série B, Botanique",27,,149-164,,,,,,,,,,,,,,,,2019-02-23 21:18:20,2019-02-23 21:18:20
15515,1,2005,"Herbert, J. 2005. New Combinations and a New Species in Morella (Myricaceae). Novon 15(2):293-295.",New Combinations and a New Species in Morella (Myricaceae),Novon,15,2,293-295,,,,,,,,,,,,,,,,2019-02-24 20:50:25,2019-02-24 20:50:25
15516,1,2005,"Huguet, V., M. Gouy, P. Normand, J.F. Zimpfer, and M.P. Fernandez. 2005. Molecular phylogeny of Myricaceae: a reexamination of host–symbiont specificity. Molecular Phylogenetics and Evolution 24(3):557-568. [DOI: 10.1016/j.ympev.2004.11.018]",Molecular phylogeny of Myricaceae: a reexamination of host–symbiont specificity,Molecular Phylogenetics and Evolution,24,3,557-568,,10.1016/j.ympev.2004.11.018,,,,,,,,,,,,,,2019-02-24 21:11:25,2019-02-24 21:11:25
15517,1,1988,"Cheddadi, R., H.F. Lamb, J. Guiot, and S. van der Kaars. 1988. Holocene climatic change in Morocco: a quantitative reconstruction from pollen data. Climate Dynamics 14:883-890.",Holocene climatic change in Morocco: a quantitative reconstruction from pollen data,Climate Dynamics,14,,883-890,,,,,,,,,,,,,,,,2019-02-25 13:42:58,2019-02-25 13:44:15
15518,1,1991,"El Hamouti, N., H.F. Lamb, J.C. Fontes, and F. Gasse. 1991. Changements hydroclimatiques abrupts dans le Moyen Atlas marocain depuis le dernier maximum glaciaire. Comptes-Rendus de l''Académie des Sciences, Paris 313(2):259-265.",Changements hydroclimatiques abrupts dans le Moyen Atlas marocain depuis le dernier maximum glaciaire,"Comptes-Rendus de l''Académie des Sciences, Paris",313,2,259-265,,,,,,,,,,,,,,,,2019-02-25 13:47:57,2019-02-25 13:47:57
15519,1,1995,"Lamb, H.F., and S. van der Kaars. 1995. Vegetational response to Holocene climatic change: pollen and palaeolimnological data from the Middle Atlas, Morocco. The Holocene 5(4):400-408.","Vegetational response to Holocene climatic change: pollen and palaeolimnological data from the Middle Atlas, Morocco",The Holocene,5,4,400-408,,,,,,,,,,,,,,,,2019-02-25 13:48:14,2019-02-25 13:48:14
15521,1,2012,"Linstädter, J., and M. Kehl. 2012. The Holocene archaeological sequence and sedimentological processes at Ifri Oudadane, NE Morocco. Journal of Archaeological Science 39(10):3306-3323.","The Holocene archaeological sequence and sedimentological processes at Ifri Oudadane, NE Morocco",Journal of Archaeological Science,39,10,3306-3323,,,,,,,,,,,,,,,,2019-02-26 08:52:08,2019-02-26 08:52:08
15522,1,2013,"Morales, J., G. Pérez-Jordá, L. Peña-Chocarro, L. Zapata, M. Ruíz-Alonso, J.A. López-Sáez, and J. Linstädter. 2013. The origins of agriculture in North-West Africa: macro-botanical remains from Epipalaeolithic and Early Neolithic levels of Ifri Oudadane (Morocco). Journal of Archaeology Science 40(6):2659-2669.",The origins of agriculture in North-West Africa: macro-botanical remains from Epipalaeolithic and Early Neolithic levels of Ifri Oudadane (Morocco),Journal of Archaeology Science,40,6,2659-2669,,,,,,,,,,,,,,,,2019-02-26 08:52:44,2019-02-26 08:52:44
15523,1,2013,"Zapata, L., J.A. López-Sáez, M. Ruíz-Alonso, J. Linstädter, G. Pérez-Jordá, J. Morales, M. Kehl, and L. Peña-Chocarro. 2013. Holocene environmental change and human impact in NE Morocco: Palaeobotanical evidence from Ifri Oudadan. The Holocene 23(9):1286-1296.",Holocene environmental change and human impact in NE Morocco: Palaeobotanical evidence from Ifri Oudadan,The Holocene,23,9,1286-1296,,,,,,,,,,,,,,,,2019-02-26 08:54:20,2019-02-26 08:54:20
15524,1,2009,"Carew, T., F.M. Meddens, C.R. Batchelor, N.P. Branch, S.A. Elias, D. Goodburn, A. Vaughan-Williams, L. Webster, and L. Yeomans. 2009. Human-Environment interactions at the Wetland Edge in East London: Trackways, platforms and Bronze Age responses to environmental change. London and Middelsex Archaeological Society Transactions 60:1-34.","Human-Environment interactions at the Wetland Edge in East London: Trackways, platforms and Bronze Age responses to environmental change",London and Middelsex Archaeological Society Transactions,60,,1-34,,,,,,,,,,,,,,,,2019-02-26 12:29:37,2019-02-26 12:29:37
15525,1,1977,"Digerfeldt, G. 1977. The Flandrian development of Lake Flarken. Regional vegetation history and palaeolimnology. University of Lund, Department of Quaternary Geology. Report 13:1-101.",The Flandrian development of Lake Flarken. Regional vegetation history and palaeolimnology,"University of Lund, Department of Quaternary Geology. Report",13,,1-101,,,,,,,,,,,,,,,,2019-02-26 12:46:59,2019-02-26 12:46:59
15526,1,2005,"Seppä, H., D. Hammarlund, and K. Antonsson. 2005. Low-frequency and high-frequency changes in temperature and effective humidity during the Holocene in south-central Sweden: implications for atmospheric and oceanic forcings of climate. Climate Dynamics 25(2-3):285-297. [DOI: 10.1007/s00382-005-0024-5]",Low-frequency and high-frequency changes in temperature and effective humidity during the Holocene in south-central Sweden: implications for atmospheric and oceanic forcings of climate,Climate Dynamics,25,2-3,285-297,,10.1007/s00382-005-0024-5,,,,,,,,,,,,,,2019-02-26 12:57:54,2019-06-28 19:46:23
15527,2,1996,"Moe, D., K.-D. Vorren, T. Alm, S. Fimreite, B. Mørkved, E. Nilssen, Aa. Paus, H. Ramfjord, S.F. Selvik, and R. Sørensen. 1996. Norway. Pages 153-213 in B.E. Berglund, H.J.B. Birks, M. Ralska-Jasiewiczowa, and H.E. Wright, editors. Palaeoecological events during the last 15000 years: regional syntheses of palaeoecological studies of lakes and mires in Europe. John Wiley & Sons, Chichester, United Kingdom.",Norway,,,,153-213,,,Palaeoecological events during the last 15000 years: regional syntheses of palaeoecological studies of lakes and mires in Europe,,,,,,John Wiley & Sons,,Chichester,,United Kingdom,,,2019-02-26 18:53:32,2019-02-26 19:05:34
15528,1,1996,"Scott, L. 1996. Palynology of Hyrax middens: 2000 years of palaeoenvironmental history in Namibia. Quaternary International 33:73-79. [DOI: 10.1016/1040-6182(95)00093-3]",Palynology of Hyrax middens: 2000 years of palaeoenvironmental history in Namibia,Quaternary International,33,,73-79,,10.1016/1040-6182(95)00093-3,,,,,,,,,,,,,,2019-02-26 19:35:41,2019-02-26 19:35:41
15529,1,1993,"Ssemmanda, I., and A. Vincens. 1993. Végétation et climat dans la Bassin du lac Albert (Ouganda, Zaïre) depuis 13 000 ans B.P.: apport de la palynologie. Comptes rendus de l''Académie des sciences. Série 2, Mécanique, physique, chimie, sciences de l''univers, sciences de la terre 316:561-567.","Végétation et climat dans la Bassin du lac Albert (Ouganda, Zaïre) depuis 13 000 ans B.P.: apport de la palynologie","Comptes rendus de l''Académie des sciences. Série 2, Mécanique, physique, chimie, sciences de l''univers, sciences de la terre",316,,561-567,,,,,,,,,,,,,,,,2019-02-27 00:59:20,2019-02-27 00:59:20
15530,7,1991,"Nakimera-Ssemmanda, I. 1991. Histoire des végétations et du climat dans le rift occidental ougandais depuis 13 000 ans B.P. Etude palynologique de séquences sédimentaires des lacs Albert et Edouard. Mémoire de l''Ecole Pratique des Hautes Etudes, Bordeaux.",Histoire des végétations et du climat dans le rift occidental ougandais depuis 13 000 ans B.P. Etude palynologique de séquences sédimentaires des lacs Albert et Edouard,,,,,,,,,,,"Mémoire de l''Ecole Pratique des Hautes Etudes, Bordeaux",,,,,,,,,2019-02-27 01:30:16,2019-02-27 01:30:16
15531,2,1987,"Cohen, A.S. 1987. Fossil ostracodes from Lake Mobutu (L. Albert): paleoecologic and taphonomic implications. Pages 271-281 in K. Heine, editor. Paleoecology of Africa and the surrounding islands. Volume 18. A. A. Balkema, Rotterdam, The Netherlands.",Fossil ostracodes from Lake Mobutu (L. Albert): paleoecologic and taphonomic implications,,18,,271-281,,,Paleoecology of Africa and the surrounding islands,,,,,,A. A. Balkema,,Rotterdam,,The Netherlands,,,2019-02-27 02:57:33,2019-02-27 02:57:33
15532,7,1973,"Hecky, R.E., and E.T. Degens. 1973. Late Pleistocene-Holocene chemical stratigraphy and paleolimnology of the Rift Valley lakes of Central Africa. Technical Report, Woods Hole Oceanographic Institution, Woods Hole, Massachusetts, USA.",Late Pleistocene-Holocene chemical stratigraphy and paleolimnology of the Rift Valley lakes of Central Africa,,,,,,,,,,,Technical Report,,Woods Hole Oceanographic Institution,,Woods Hole,Massachusetts,USA,,,2019-02-27 04:50:25,2019-02-27 04:50:25
15533,1,2006,"Williams, M., M. Talbot, P. Aharon, Y.A. Salaam, F. Williams, and K.I. Brendeland. 2006. Abrupt return of the summer monsoon 15,000 years ago: new supporting evidence from the lower White Nile valley and Lake Albert. Quaternary Science Reviews 25(19-20):2651-2665. [DOI: 10.1016/j.quascirev.2005.07.019]","Abrupt return of the summer monsoon 15,000 years ago: new supporting evidence from the lower White Nile valley and Lake Albert",Quaternary Science Reviews,25,19-20,2651-2665,,10.1016/j.quascirev.2005.07.019,,,,,,,,,,,,,,2019-02-27 05:17:30,2019-02-27 05:17:30
15534,1,1997,"Beuning, K.R.M., M.R. Talbot, and K. Kelts. 1997. A revised 30,000-year paleoclimatic and paleohydrologic history of Lake Albert, East Africa. Palaeogeography, Palaeoclimatology, Palaeoecology 136(1-4):259-279. [DOI: 10.1016/S0031-0182(97)00034-5]","A revised 30,000-year paleoclimatic and paleohydrologic history of Lake Albert, East Africa","Palaeogeography, Palaeoclimatology, Palaeoecology",136,1-4,259-279,,10.1016/S0031-0182(97)00034-5,,,,,,,,,,,,,,2019-02-27 07:26:26,2019-02-27 07:26:26
15535,1,1979,"Beug, H.J. 1979. Vegetationsgeschichtlich-pollenanalytische Untersuchungen am Riß/Würm-Interglazial von Eurach am Starnberger See/Obb. Geologica Bavarica 80:91-106.",Vegetationsgeschichtlich-pollenanalytische Untersuchungen am Riß/Würm-Interglazial von Eurach am Starnberger See/Obb.,Geologica Bavarica,80,,91-106,,,,,,,,,,,,,,,,2019-02-27 10:13:54,2019-02-27 10:13:54
15536,1,1973,"Frenzel, B. 1973. Some remarks on the Pleistocene vegetation. Eiszeitalter und Gegenwart 23/24:281-292.",Some remarks on the Pleistocene vegetation,Eiszeitalter und Gegenwart,23/24,,281-292,,,,,,,,,,,,,,,,2019-02-27 11:11:55,2019-02-27 11:11:55
15537,7,1970,"Kneblová-Vodicková, V., and M. Backovská. 1970. Paleobotanicky vyzkum cannstattskych travertinu a sedimentu v jejich podlozi. Geologische Zentralanstalt, Praha, Czech. Notes: Unpublished report, 50 pp.",Paleobotanicky vyzkum cannstattskych travertinu a sedimentu v jejich podlozi,,,,,,,,,,,,,Geologische Zentralanstalt,,Praha,,Czech,,"Unpublished report, 50 pp.",2019-02-27 11:18:31,2019-02-27 11:18:31
15538,1,2010,"Koutsodendris, A., U.C. Müller, J. Pross, A. Brauer, U. Kotthoff, and A.F. Lotter. 2010. Vegetation dynamics and climate variability during the Holsteinian interglacial based on a pollen record from Dethlingen (northern Germany). Quaternary Science Reviews 29(23-24):3298-3307.",Vegetation dynamics and climate variability during the Holsteinian interglacial based on a pollen record from Dethlingen (northern Germany),Quaternary Science Reviews,29,23-24,3298-3307,,,,,,,,,,,,,,,,2019-02-27 12:14:50,2019-02-27 12:14:50
15539,1,1982,"Håkansson, S. 1982. University of Lund Radiocarbon Dates XV. Radiocarbon 24(2):194-213.",University of Lund Radiocarbon Dates XV,Radiocarbon,24,2,194-213,,,,,,,,,,,,,,,,2019-02-27 12:28:29,2019-02-27 12:28:53
15540,1,2013,"Koutsodendris, A., A.F. Lotter, E. Kirilova, F.T.M. Verhagen, A. Brauer, and J. Pross. 2013. Evolution of a Holsteinian (MIS 11c) palaeolake based on a 12-ka-long diatom record from Dethlingen (northern Germany). Boreas 42(3):714-728.",Evolution of a Holsteinian (MIS 11c) palaeolake based on a 12-ka-long diatom record from Dethlingen (northern Germany),Boreas,42,3,714-728,,,,,,,,,,,,,,,,2019-02-27 12:34:25,2019-02-27 12:35:41
